Title,ImdbId
Old Yeller (1957),tt0050798
Once I Was a Beehive (2015),tt4002772
Pacific Rim (2013),tt1663662
Pan (2015),tt3332064
Pan's Labyrinth (2006),tt0457430
ParaNorman (2012),tt1623288
Paul (2011),tt1092026
Pay It Forward (2000),tt0223897
Percy Jackson: Sea of Monsters (2013),tt1854564
Perfume: The Story of a Murderer (2006),tt0396171
Persepolis (2007),tt0808417
Peter Pan (1953),tt0046183
Phantom of the Megaplex (2000),tt0266850
Pi (1998),tt0138704
Piglet's Big Movie (2003),tt0323642
Pineapple Express (2008),tt0910936
Pink Floyd: The Wall (1982),tt0084503
Pinocchio (1940),tt0032910
Pirates of the Caribbean: At World's End (2007),tt0449088
Pirates of the Caribbean: The Curse of the Black Pearl (2003),tt0325980
Pirates of the Caribbean: Dead Man's Chest (2006),tt0383574
Pirates of the Caribbean: On Stranger Tides (2011),tt1298650
San Andreas (2015),tt2126355
Saving Mr. Banks (2013),tt2140373
Saw (2004),tt0387564
Saw II (2005),tt0432348
Saw III (2006),tt0489270
Saw IV (2007),tt0890870
Saw V (2008),tt1132626
Saw VI (2009),tt1233227
Saw 3D (2010),tt1477076
Scary Movie 5 (2013),tt0795461
Scary Movie 2 (2001),tt0257106
Scary Movie 3 (2003),tt0306047
Scary Movie 4 (2006),tt0362120
Scooby-Doo! and Kiss: Rock and Roll Mystery (2015),tt4717798
Scooby-Doo (2002),tt0267913
Scooby-Doo 2: Monsters Unleashed (2004),tt0331632
Scooby-Doo! WrestleMania Mystery (2014),tt2337576
Scrooged (1988),tt0096061
Serendipity (2001),tt0240890
Seven Samurai (1954),tt0047478
Shark Tale (2004),tt0307453
Shaun the Sheep Movie (2015),tt2872750
She's the Man (2006),tt0454945
Sherlock Holmes (2009),tt0988045
Sherlock Holmes: A Game of Shadows (2011),tt1515091
Sherlock: The Abominable Bride (2015),tt3845232
Shrek the Third (2007),tt0413267
Sicario (2015),tt3397884
Signs (2002),tt0286106
Silver Tongues (2011),tt1580021
Small Soldiers (1998),tt0122718
Smart House (1999),tt0192618
Solace (2015),tt1291570
Soul Plane (2004),tt0367085
Spaceballs (1987),tt0094012
Spare Parts (2015),tt3233418
Spectral (2016),tt2106651
Spotlight (2015),tt1895587
Spy Time (2015),tt3510480
Star Trek Beyond (2016),tt2660888
Return of the Jedi (1983),tt0086190
Steve Jobs (2015),tt2080374
Storks (2016),tt4624424
Straight Outta Compton (2015),tt1398426
Sucker Punch (2011),tt0978764
Suicide Squad (2016),tt1386697
Pretty in Pink (1986),tt0091790
Puella Magi Madoka Magica the Movie Part I: Beginnings (2012),tt2205948
Puella Magi Madoka Magica the Movie Part III: Rebellion (2013),tt2457282
First Blood (1982),tt0083944
Rambo III (1988),tt0095956
Redline (2009),tt1483797
Sausage Party (2016),tt1700841
Scent of a Woman (1992),tt0105323
Self/less (2015),tt2140379
Selma (2014),tt1020072
Serenity (2005),tt0379786
Shrek Forever After (2010),tt0892791
Sin City (2005),tt0401792
Sing Street (2016),tt3544112
Sixteen Candles (1984),tt0088128
Pocahontas (1995),tt0114148
Pocahontas II: Journey to a New World (1998),tt0143808
Popeye (1980),tt0081353
Porky's (1981),tt0084522
Porky's II: The Next Day (1983),tt0086129
Porky's 3: Revenge (1985),tt0089826
Predator (1987),tt0093773
Predator 2 (1990),tt0100403
Predators (2010),tt1424381
Primer (2004),tt0390384
Prince of Persia: The Sands of Time (2010),tt0473075
Project X (2012),tt1636826
Prometheus (2012),tt1446714
Psycho-Pass: The Movie (2015),tt4219130
Pulp Fiction (1994),tt0110912
Rampage: The Hillside Strangler Murders (2006),tt0373900
Rango (2011),tt1192628
Rat Race (2001),tt0250687
Sunshine Superman (2015),tt1322313
Recess: School's Out (2001),tt0265632
Red Dragon (2002),tt0289765
Reeker (2005),tt0393635
Remember the Titans (2000),tt0210945
Requiem for a Dream (2000),tt0180093
Resident Evil (2002),tt0120804
Resident Evil: Afterlife (2010),tt1220634
Resident Evil: Apocalypse (2004),tt0318627
Resident Evil: Retribution (2012),tt1855325
Return from Witch Mountain (1978),tt0078158
Return to Halloweentown (2006),tt0816520
Return to Never Land (2002),tt0280030
Return to Oz (1985),tt0089908
Ride Along (2014),tt1408253
Ringu (1998),tt0178868
Rise of the Guardians (2012),tt1446192
Rise of the Planet of the Apes (2011),tt1318514
Robin Hood (1973),tt0070608
RoboCop (2014),tt1234721
RocketMan (1997),tt0120029
Ruby Sparks (2012),tt1839492
Rugrats Go Wild (2003),tt0337711
Running Scared (2006),tt0404390
Running with Scissors (2006),tt0439289
Rush Hour (1998),tt0120812
Rush Hour 2 (2001),tt0266915
Rush Hour 3 (2007),tt0293564
"Salò, or the 120 Days of Sodom (1975)",tt0073650
Saving Silverman (2001),tt0239948
Superman/Batman: Apocalypse (2010),tt1673430
Superman: Doomsday (2007),tt0934706
Supersonic (2016),tt5213534
Synchronicity (2015),tt2049543
"Synecdoche, New York (2008)",tt0383028
Take Shelter (2011),tt1675192
Taken (2008),tt0936501
Talladega Nights: The Ballad of Ricky Bobby (2006),tt0415306
Tangerine (2015),tt3824458
Teen Lust (2014),tt1718915
The Terminator (1984),tt0088247
Terminator 3: Rise of the Machines (2003),tt0181852
That Sugar Film (2014),tt3892434
That's My Boy (2012),tt1232200
The ABCs of Death (2012),tt1935896
The Adventures of Baron Munchausen (1988),tt0096764
The Book Thief (2013),tt0816442
The Bourne Identity (2002),tt0258463
The Bourne Supremacy (2004),tt0372183
The Bourne Ultimatum (2007),tt0440963
The Cabin in the Woods (2011),tt1259521
The Cabinet of Dr. Caligari (1920),tt0010323
The Cell (2000),tt0209958
The Cobbler (2014),tt3203616
The Color Purple (1985),tt0088939
The Conformist (1970),tt0065571
The Conjuring (2013),tt1457767
"The Cook, the Thief, His Wife & Her Lover (1989)",tt0097108
The Da Vinci Code (2006),tt0382625
The Devil Wears Prada (2006),tt0458352
The Dictator (2012),tt1645170
The Do-Over (2016),tt4769836
The Duchess (2008),tt0864761
The East (2013),tt1869716
The Fast and the Furious (2001),tt0232500
The Gambler (2014),tt2039393
The Game (1997),tt0119174
The Game Plan (2007),tt0492956
The Girl Next Door (2004),tt0265208
The Good Shepherd (2006),tt0343737
"The Good, the Bad and the Ugly (1966)",tt0060196
The Goonies (1985),tt0089218
The Great Dictator (1940),tt0032553
The Guest (2014),tt2980592
The Gunman (2015),tt2515034
Song One (2014),tt2182972
Sound of My Voice (2011),tt1748207
South Park: Imaginationland (2008),tt1308667
Southpaw (2015),tt1798684
Spring (2014),tt3395184
Stonehearst Asylum (2014),tt1772264
Stranger Than Fiction (2006),tt0420223
Stuck on You (2003),tt0338466
Sunshine (2007),tt0448134
Swiss Army Man (2016),tt4034354
Taken 2 (2012),tt1397280
Team America: World Police (2004),tt0372588
Tekkonkinkreet (2006),tt0831888
Terminator 2: Judgment Day (1991),tt0103064
Terminator Salvation (2009),tt0438488
Terminator Genisys (2015),tt1340138
The Big Bounce (2004),tt0315824
The Bourne Legacy (2012),tt1194173
The Boxtrolls (2014),tt0787474
The Bronze (2015),tt3859304
Scary Movie (2000),tt0175142
Schindler's List (1993),tt0108052
Scooby-Doo! and WWE: Curse of the Speed Demon (2016),tt4196868
Scott Pilgrim vs. the World (2010),tt0446029
Scouts Guide to the Zombie Apocalypse (2015),tt1727776
Se7en (1995),tt0114369
Secret Window (2004),tt0363988
Secretary (2002),tt0274812
Seven Psychopaths (2012),tt1931533
Sex and Death 101 (2007),tt0497972
Sex Tape (2014),tt1956620
Shakespeare in Love (1998),tt0138097
Shakugan no Shana: The Movie (2007),tt0994794
Shallow Hal (2001),tt0256380
Shanghai Knights (2003),tt0300471
Shanghai Noon (2000),tt0184894
Shaun of the Dead (2004),tt0365748
Shortbus (2006),tt0367027
Shrek (2001),tt0126029
Shrek 2 (2004),tt0298148
Shrek the Musical (2013),tt3070936
Shutter Island (2010),tt1130884
Simon Birch (1998),tt0124879
Sin City: A Dame to Kill For (2014),tt0458481
Sky High (2005),tt0405325
Slackers (2002),tt0240900
Sleeping Beauty (1959),tt0053285
Sleepy Hollow (1999),tt0162661
Snatch (2000),tt0208092
Snow Dogs (2002),tt0281373
Snow White and the Huntsman (2012),tt1735898
Son of Batman (2014),tt3139072
Source Code (2011),tt0945513
"South Park: Bigger, Longer & Uncut (1999)",tt0158983
Space Jam (1996),tt0117705
Spawn (1997),tt0120177
Spectre (2015),tt2379713
Spirited Away (2001),tt0245429
Spring Breakers (2012),tt2101441
Spy (2015),tt3079380
Star Trek (2009),tt0796366
Star Trek Into Darkness (2013),tt1408101
Stardust (2007),tt0486655
Starship Troopers (1997),tt0120201
Starsky & Hutch (2004),tt0335438
Stay (2005),tt0371257
Step Brothers (2008),tt0838283
Stepsister from Planet Weird (2000),tt0250754
The Hacker Wars (2014),tt4047350
The Hangover (2009),tt1119646
The Hangover Part II (2011),tt1411697
The Hangover Part III (2013),tt1951261
The Haunting (1999),tt0171363
The Help (2011),tt1454029
The Hobbit: The Battle of the Five Armies (2014),tt2310332
The Holiday (2006),tt0457939
The Human Centipede 2 (Full Sequence) (2011),tt1530509
The Hunger Games: Mockingjay - Part 1 (2014),tt1951265
The Hunger Games: Catching Fire (2013),tt1951264
The Imitation Game (2014),tt2084970
The Inbetweeners Movie (2011),tt1716772
The Infiltrator (2016),tt1355631
The Intern (2015),tt2361509
The Invention of Lying (2009),tt1058017
The Karate Kid (1984),tt0087538
The Lady in Number 6 (2012),tt2924484
The Land Before Time (1988),tt0095489
The Land Before Time XI: Invasion of the Tinysauruses (2005),tt0424228
The Land Before Time XIII: The Wisdom of Friends (2007),tt1139111
The Land Before Time: The Great Valley Adventure (1994),tt0110300
The Land Before Time III: The Time of the Great Giving (1995),tt0113596
The Land Before Time IV: Journey Through the Mists (1996),tt0116817
The Land Before Time V: The Mysterious Island (1997),tt0123950
The Land Before Time VII: The Stone of Cold Fire (2000),tt0267657
The Land Before Time IX: Journey to Big Water (2002),tt0345543
The Life Aquatic with Steve Zissou (2004),tt0362270
The Little Death (2014),tt2785032
The Little Prince (2015),tt1754656
The Lizzie McGuire Movie (2003),tt0306841
The Lovers (2015),tt1321869
The Men Who Stare at Goats (2009),tt1234548
The Mummy (1999),tt0120616
The Mummy: Tomb of the Dragon Emperor (2008),tt0859163
The Mummy Returns (2001),tt0209163
The Muppets (2011),tt1204342
The Nice Guys (2016),tt3799694
The Night Before (2015),tt3530002
The Nightmare (2015),tt3317522
The Ninth Gate (1999),tt0142688
The Nutty Professor (1996),tt0117218
The Pledge (2001),tt0237572
Kahlil Gibran's The Prophet (2014),tt1640718
The Congress (2013),tt1821641
The Day After Tomorrow (2004),tt0319262
The Dukes of Hazzard (2005),tt0377818
The Gift (2000),tt0219699
The Girl Who Leapt Through Time (2006),tt0808506
The Goob (2014),tt3009070
The Illusionist (2006),tt0443543
The Land Before Time X: The Great Longneck Migration (2003),tt0378230
The Land Before Time XII: The Great Day of the Flyers (2006),tt0933064
The Land Before Time VI: The Secret of Saurus Rock (1998),tt0167247
The Land Before Time VIII: The Big Freeze (2001),tt0301526
Stitch! The Movie (2003),tt0348124
Stuart Little (1999),tt0164912
Super Troopers (2001),tt0247745
Superbad (2007),tt0829482
Superdad (1973),tt0070716
Supermensch: The Legend of Shep Gordon (2013),tt3074780
Sweeney Todd: The Demon Barber of Fleet Street (2007),tt0408236
Sweet Home Alabama (2002),tt0256415
Swordfish (2001),tt0244244
Take the Lead (2006),tt0446046
Take This Waltz (2011),tt1592281
Talk to Her (2002),tt0287467
Tangled (2010),tt0398286
Tarzan (1999),tt0120855
Tarzan (2013),tt1705952
Tarzan & Jane (2002),tt0313680
Teacher's Pet (2004),tt0350194
Ted (2012),tt1637725
Teen Titans: Trouble in Tokyo (2006),tt0816671
Teenage Mutant Ninja Turtles (2014),tt1291150
Tenacious D in The Pick of Destiny (2006),tt0365830
That Awkward Moment (2014),tt1800246
The 40 Year Old Virgin (2005),tt0405422
The 6th Day (2000),tt0216216
The Addams Family (1991),tt0101272
The Adjustment Bureau (2011),tt1385826
The Adventures of Huck Finn (1993),tt0106223
The Adventures of Ichabod and Mr. Toad (1949),tt0041094
The Air I Breathe (2007),tt0485851
The Amazing Spider-Man 2 (2014),tt1872181
The Amazing Spider-Man (2012),tt0948470
The Angry Birds Movie (2016),tt1985949
The Animal (2001),tt0255798
The Anomaly (2014),tt2962726
The Avengers (1998),tt0118661
The Avengers (2012),tt0848228
The Babadook (2014),tt2321549
The Baby-Sitters Club (1995),tt0112435
The Beach (2000),tt0163978
The Benchwarmers (2006),tt0437863
The Big Lebowski (1998),tt0118715
The Big Year (2011),tt1053810
The Black Cauldron (1985),tt0088814
The Blair Witch Project (1999),tt0185937
The Blues Brothers (1980),tt0080455
The Boondock Saints (1999),tt0144117
The Boy (2016),tt3882082
The Ridiculous 6 (2015),tt2479478
The Room (2003),tt0368226
The Royal Tenenbaums (2001),tt0265666
The Rundown (2003),tt0327850
The Santa Clause (1994),tt0111070
School of Rock (2003),tt0332379
The Search for Freedom (2015),tt4943594
The Secret of NIMH 2: Timmy to the Rescue (1998),tt0171725
The Secret World of Arrietty (2010),tt1568921
The Sisterhood of the Traveling Pants (2005),tt0403508
The Sound of Music (1965),tt0059742
The SpongeBob Movie: Sponge Out of Water (2015),tt2279373
The SpongeBob SquarePants Movie (2004),tt0345950
The Spy Who Loved Me (1977),tt0076752
The Stanford Prison Experiment (2015),tt0420293
The Swan Princess (1994),tt0111333
The Taking of Deborah Logan (2014),tt3387648
Isao Takahata and His Tale of the Princess Kaguya (2012),tt6478412
The Tempest (2010),tt1274300
The Terminal (2004),tt0362227
The Theory of Everything (2014),tt2980516
The Thirteenth Year (1999),tt0200208
The Town (2010),tt0840361
The Trip to Italy (2014),tt2967006
The Visit (2015),tt3567288
The Wannabe (2015),tt3059816
The Warriors (1979),tt0080120
The Wedding Ringer (2015),tt0884732
The Wizard of Oz (1939),tt0032138
The Wolf of Wall Street (2013),tt0993846
The World According to Garp (1982),tt0084917
The Wrecking Crew (2008),tt1185418
These Amazing Shadows (2011),tt1273222
They Live (1988),tt0096256
This Is Where I Leave You (2014),tt1371150
Thor: The Dark World (2013),tt1981115
Thumbelina (1994),tt0111419
Thunderball (1965),tt0059800
THX 1138 (1971),tt0066434
Time Bandits (1981),tt0081633
Time Lapse (2014),tt2669336
Tomorrow Never Dies (1997),tt0120347
Top Gun (1986),tt0092099
Touching the Void (2003),tt0379557
Traders (2015),tt3531578
Transcendence (2014),tt2209764
Tremors 5: Bloodlines (2015),tt4180514
Trick 'r Treat (2007),tt0862856
True Story (2015),tt2273657
Turbo Kid (2015),tt3672742
Tusk (2014),tt3099498
The Luck of the Irish (2001),tt0274636
The Machinist (2004),tt0361862
Quest for Camelot (1998),tt0120800
The Man (2005),tt0399327
The Man from U.N.C.L.E. (2015),tt1638355
The Man with the Golden Gun (1974),tt0071807
The Maze Runner (2014),tt1790864
The Minus Man (1999),tt0151582
The One I Love (2014),tt2756032
The Pagemaster (1994),tt0110763
The Past Is a Grotesque Animal (2014),tt3072636
Tinker Bell and the Pirate Fairy (2014),tt2483260
The Powerpuff Girls Movie (2002),tt0289408
The Proud Family Movie (2005),tt0448090
The Salt of the Earth (2014),tt3674140
The Secret of NIMH (1982),tt0084649
The Serpent and the Rainbow (1988),tt0096071
The Thing (1982),tt0084787
The Torture Club (2014),tt3617996
The World Is Not Enough (1999),tt0143145
The Boy Next Door (2015),tt3181822
The Break-Up (2006),tt0452594
The Breakfast Club (1985),tt0088847
The 'Burbs (1989),tt0096734
The Butterfly Effect (2004),tt0289879
The Cable Guy (1996),tt0115798
The Change-Up (2011),tt1488555
The Chronicles of Narnia: Prince Caspian (2008),tt0499448
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe (2005)",tt0363771
The City of Lost Children (1995),tt0112682
The Color of Friendship (2000),tt0213565
The Curious Case of Benjamin Button (2008),tt0421715
The Darjeeling Limited (2007),tt0838221
The Dark Knight (2008),tt0468569
The Dark Knight Rises (2012),tt1345836
The Departed (2006),tt0407887
The Double (2013),tt1825157
The Drawn Together Movie: The Movie! (2010),tt1546036
Kronk's New Groove (2005),tt0401398
The Emperor's New Groove (2000),tt0120917
The Expendables (2010),tt1320253
The Faculty (1998),tt0133751
The Offering (2016),tt3894404
The Fifth Element (1997),tt0119116
The Fluffy Movie (2014),tt3532608
The Fly (1986),tt0091064
The Forbidden Kingdom (2008),tt0865556
The Fourth Kind (2009),tt1220198
The Girl in the Photographs (2015),tt3826866
The Girl Next Door (2007),tt0830558
The Girl with the Dragon Tattoo (2011),tt1568346
The Giver (2014),tt0435651
The Godfather: Part II (1974),tt0071562
The Godfather: Part III (1990),tt0099674
The Good Dinosaur (2015),tt1979388
The Grand Budapest Hotel (2014),tt2278388
The Great Debaters (2007),tt0427309
The Great Gatsby (2013),tt1343092
The Great Mouse Detective (1986),tt0091149
The Twilight Saga: Breaking Dawn - Part 1 (2011),tt1324999
Twister (1996),tt0117998
Unbreakable (2000),tt0217869
Under the Skin (2013),tt1441395
Undercover Brother (2002),tt0279493
Underworld (2003),tt0320691
Unfinished Business (2015),tt2358925
Van Helsing (2004),tt0338526
Vegas Vacation (1997),tt0120434
VeggieTales: Abe and the Amazing Promise (2009),tt1356548
VeggieTales: An Easter Carol (2004),tt0410839
VeggieTales: The Ballad of Little Joe (2003),tt0395293
VeggieTales: Esther...The Girl Who Became Queen (2000),tt0284605
VeggieTales: God Made You Special (2007),tt1104711
VeggieTales: It's a Meaningful Life (2010),tt1817784
Jonah: A VeggieTales Movie (2002),tt0298388
VeggieTales: Larry-Boy! And the Fib from Outer Space! (1997),tt0284609
VeggieTales: Lord of the Beans (2005),tt0791201
VeggieTales: Minnesota Cuke and the Search for Samson's Hairbrush (2005),tt0471422
"VeggieTales: Rack, Shack & Benny (1995)",tt0284612
VeggieTales: Saint Nicholas - A Story of Joyful Giving (2009),tt1695826
VeggieTales: Sumo of the Opera (2004),tt1097201
VeggieTales: The Star of Christmas (2002),tt0399837
VeggieTales: The Toy That Saved Christmas (1996),tt2145949
VeggieTales: The Wonderful World Of Auto-tainment! (2004),tt0770205
VeggieTales: Tomato Sawyer & Huckleberry Larry's Big River Rescue (2008),tt1321845
Victor Frankenstein (2015),tt1976009
Forbidden Empire (2014),tt1224378
War Horse (2011),tt1568911
War of the Worlds (2005),tt0407304
War Pigs (2015),tt3779300
Watchmen (2009),tt0409459
Wayne's World (1992),tt0105793
We Are What We Are (2013),tt2309021
We're Back! A Dinosaur's Story (1993),tt0108526
West Side Story (1961),tt0055614
Wet Hot American Summer (2001),tt0243655
What We Do in the Shadows (2014),tt3416742
When Harry Met Sally... (1989),tt0098635
Where the Wild Things Are (2009),tt0386117
Whiplash (2014),tt2582802
Witness for the Prosecution (1957),tt0051201
Woman in Gold (2015),tt2404425
Tomorrowland (2015),tt1964418
Too Big to Fail (2011),tt1742683
Toy Story That Time Forgot (2014),tt3473654
Tremors 2: Aftershocks (1996),tt0114720
Tremors 3: Back to Perfection (2001),tt0259685
Twilight (2008),tt1099212
Twilight of the Dark Master (1998),tt0279487
Unbroken (2014),tt1809398
Underworld: Rise of the Lycans (2009),tt0834001
Underworld: Awakening (2012),tt1496025
VeggieTales: Are You My Neighbor? (1995),tt0284604
VeggieTales: Dave and the Giant Pickle (1996),tt0272341
VeggieTales: Duke and the Great Pie War (2005),tt0453414
VeggieTales: Gideon Tuba Warrior (2006),tt2165415
VeggieTales: God Wants Me to Forgive Them!?! (1994),tt0284606
VeggieTales: Josh and the Big Wall (1997),tt0284607
VeggieTales: King George and the Ducky (2000),tt0284608
VeggieTales: LarryBoy and the Bad Apple (2006),tt0837137
VeggieTales: Lyle the Kindly Viking (2001),tt0284611
VeggieTales: Madame Blueberry (1998),tt0500166
VeggieTales: Minnesota Cuke and the Search for Noah's Umbrella (2009),tt1509833
VeggieTales: Moe and the Big Exit (2006),tt1000730
VeggieTales: Pistachio - The Little Boy that Woodn't (2010),tt1691883
VeggieTales: Sheerluck Holmes and the Golden Ruler (2006),tt0795495
VeggieTales: Sweetpea Beauty (2010),tt1817785
The Haunted Mansion (2003),tt0338094
The Hitchhiker's Guide to the Galaxy (2005),tt0371724
The Hobbit: An Unexpected Journey (2012),tt0903624
The Hobbit: The Desolation of Smaug (2013),tt1170358
The Hot Chick (2002),tt0302640
The Human Centipede (First Sequence) (2009),tt1467304
The Hunchback of Notre Dame (1996),tt0116583
The Hunchback of Notre Dame II (2002),tt0257778
The Hunger Games (2012),tt1392170
The Imposter (2012),tt1966604
The Inbetweeners 2 (2014),tt3097204
The Incredible Hulk (2008),tt0800080
The Incredibles (2004),tt0317705
The Indian in the Cupboard (1995),tt0113419
The Iron Giant (1999),tt0129167
The Island (2005),tt0399201
The Italian Job (2003),tt0317740
Jimmy Timmy Power Hour 3: The Jerkinators! (2006),tt0499605
The Jungle Book (1967),tt0061852
The Jungle Book 2 (2003),tt0283426
The Kid (2000),tt0219854
The King's Speech (2010),tt1504320
The Kingdom (2007),tt0431197
Lady and the Tramp (1955),tt0048280
The Last Emperor (1987),tt0093389
The Last Supper (1995),tt0113613
The Last Witch Hunter (2015),tt1618442
The League of Extraordinary Gentlemen (2003),tt0311429
The Legend of Hercules (2014),tt1043726
The Lego Movie (2014),tt1490017
The Libertine (2004),tt0375920
The Lion King (1994),tt0110357
The Lion King 1½ (2004),tt0318403
The Lion King II: Simba's Pride (1998),tt0120131
The Little Mermaid (1989),tt0097757
The Little Mermaid II: Return to the Sea (2000),tt0240684
The Lone Ranger (2013),tt1210819
The Longest Yard (2005),tt0398165
The Lorax (2012),tt1482459
The Lost Boys (1987),tt0093437
The Man Who Knew Infinity (2015),tt0787524
The Martian (2015),tt3659388
The Mask (1994),tt0110475
The Mask of Zorro (1998),tt0120746
The Master (2012),tt1560747
The Matrix (1999),tt0133093
The Matrix Reloaded (2003),tt0234215
World War Z (2013),tt0816711
X-Men: First Class (2011),tt1270798
X-Men (2000),tt0120903
X2 (2003),tt0290334
X-Men: Days of Future Past (2014),tt1877832
X-Men Origins: Wolverine (2009),tt0458525
Yoga Hosers (2016),tt3838992
You Don't Mess with the Zohan (2008),tt0960144
Zodiac (2007),tt0443706
Zootopia (2016),tt2948356
VeggieTales: Where's God When I'm Scared (1993),tt0500177
Videodrome (1983),tt0086541
Waltz with Bashir (2007),tt1185616
Wayne's World 2 (1993),tt0108525
Weird Science (1985),tt0090305
Welcome to Me (2014),tt2788716
Where the Sidewalk Ends (1950),tt0043132
You've Got Mail (1998),tt0128853
The Mist (2007),tt0884328
The Mummy Resurrected (2014),tt3382842
The New Guy (2002),tt0241760
The Nightmare Before Christmas (1993),tt0107688
The Ninth Configuration (1980),tt0081237
The Notebook (2004),tt0332280
The Number 23 (2007),tt0481369
The Nutty Professor (1963),tt0057372
The One (2001),tt0267804
The Other Guys (2010),tt1386588
The Other Me (2000),tt0246834
The Other Woman (2014),tt2203939
The Pacifier (2005),tt0395699
The Parent Trap (1961),tt0055277
The Parent Trap (1998),tt0120783
The Perks of Being a Wallflower (2012),tt1659337
The Phantom of the Opera (2004),tt0293508
The Pink Panther (2006),tt0383216
The Pirate Bay: Away from Keyboard (2013),tt2608732
The Prestige (2006),tt0482571
The Princess Diaries (2001),tt0247638
The Promotion (2008),tt0803057
The Purge: Anarchy (2014),tt2975578
The Return of Jafar (1994),tt0107952
The Ring (2002),tt0298130
The Ring Two (2005),tt0377109
The Rocky Horror Picture Show (1975),tt0073629
The Sandlot (1993),tt0108037
The Science of Sleep (2006),tt0354899
The Scribbler (2014),tt2396721
The Second Jungle Book: Mowgli & Baloo (1997),tt0120087
The Secret Life of Walter Mitty (2013),tt0359950
The Shaggy Dog (1959),tt0053271
The Shawshank Redemption (1994),tt0111161
The Shining (1980),tt0081505
The Signal (2014),tt2910814
The Silence of the Lambs (1991),tt0102926
The Sixth Sense (1999),tt0167404
The Skeleton Key (2005),tt0397101
The Skin I Live In (2011),tt1189073
The Social Network (2010),tt1285016
The Sorcerer's Apprentice (2010),tt0963966
The Spiderwick Chronicles (2008),tt0416236
The Story of Robin Hood and His Merrie Men (1952),tt0045197
The Sweetest Thing (2002),tt0253867
The Sword in the Stone (1963),tt0057546
The Three Musketeers (1993),tt0108333
"Mickey, Donald, Goofy: The Three Musketeers (2004)",tt0371823
The To Do List (2013),tt1758795
The Transporter (2002),tt0293662
The Truman Show (1998),tt0120382
The Tuxedo (2002),tt0290095
The Two Faces of Mitchell and Webb (2006),tt0939673
The Usual Suspects (1995),tt0114814
The Virgin Suicides (1999),tt0159097
The Walk (2015),tt3488710
The Watch (2012),tt1298649
The Water Horse (2007),tt0760329
The Waterboy (1998),tt0120484
The Way Way Back (2013),tt1727388
The Wedding Singer (1998),tt0120888
The Whole Nine Yards (2000),tt0190138
The Whole Ten Yards (2004),tt0327247
The Wicker Man (1973),tt0070917
The Wicker Man (2006),tt0450345
The Wild Thornberrys Movie (2002),tt0282120
The Wolverine (2013),tt1430132
The Woodsman (2004),tt0361127
The World's End (2013),tt1213663
The Zero Theorem (2013),tt2333804
There's Something About Mary (1998),tt0129387
This Film Is Not Yet Rated (2006),tt0493459
This Is 40 (2012),tt1758830
This Is England (2006),tt0480025
This Is the End (2013),tt1245492
Thor (2011),tt0800369
Tiger & Bunny: The Beginning (2012),tt2507174
Timeline (2003),tt0300556
TimeScapes (2012),tt2297031
Secret of the Wings (2012),tt1217213
Titanic (1997),tt0120338
To Kill a Mockingbird (1962),tt0056592
Tommy Boy (1995),tt0114694
Toronto Stories (2007),tt1113827
Total Recall (2012),tt1386703
Toy Story (1995),tt0114709
Toy Story 3 (2010),tt0435761
Trainspotting (1996),tt0117951
Transcendent Man (2009),tt1117394
Transformers: Age of Extinction (2014),tt2109248
Treasure Island (1950),tt0043067
Treasure Planet (2002),tt0133240
Tremors (1990),tt0100814
Triangle (2009),tt1187064
Tripping the Rift: The Movie (2008),tt1212448
Tron (1982),tt0084827
TRON: Legacy (2010),tt1104001
Tropic Thunder (2008),tt0942385
The Adderall Diaries (2015),tt1735907
Two Heads Are Better Than None (2000),tt0235512
"Up, Up, and Away (2000)",tt0211174
V for Vendetta (2005),tt0434409
Van Wilder: Freshman Year (2009),tt1276434
Van Wilder 2: The Rise of Taj (2006),tt0480271
National Lampoon's Van Wilder (2002),tt0283111
Vanilla Sky (2001),tt0259711
Veronica Mars (2014),tt2771372
Vertigo (1958),tt0052357
Waking Life (2001),tt0243017
WALL·E (2008),tt0910970
Wanted (2008),tt0493464
Warm Bodies (2013),tt1588173
Waterworld (1995),tt0114898
We're the Millers (2013),tt1723121
Welcome Home Roscoe Jenkins (2008),tt0494652
What If (2013),tt1486834
What's the Worst That Could Happen? (2001),tt0161083
White Chicks (2004),tt0381707
White House Down (2013),tt2334879
Who Framed Roger Rabbit (1988),tt0096438
Wicker Park (2004),tt0324554
Willy Wonka & the Chocolate Factory (1971),tt0067992
Winnie the Pooh: Seasons of Giving (1998),tt0240219
Pooh's Grand Adventure: The Search for Christopher Robin (1997),tt0119918
Wreck-It Ralph (2012),tt1772341
Wristcutters: A Love Story (2006),tt0477139
X-Men: Apocalypse (2016),tt3385516
Year One (2009),tt1045778
Yes Man (2008),tt1068680
"You, Me and Dupree (2006)",tt0463034
Zack and Miri Make a Porno (2008),tt1007028
Zenon: The Zequel (2001),tt0271271
Zenon: Z3 (2004),tt0379060
Zenon: Girl of the 21st Century (1999),tt0186726
Zero Dark Thirty (2012),tt1790885
Zombieland (2009),tt1156398
Zoolander (2001),tt0196229
Zoolander 2 (2016),tt1608290
[REC] (2007),tt1038988
Licence to Kill (1989),tt0097742
Silent Hill: Revelation 3D (2012),tt0938330
Saturday Night Live: The Best of Chris Farley (2003),tt0500100
Moonrise Kingdom (2012),tt1748122
